Title,Perusahaan,Kategori,Lokasi,Skills
System Analyst - Manufacture Industry,SIGMATECH,Software Engineer,Jakarta,"React.js, Business Operations, MySQL, QA, Agile, Microsoft SQL Server, PHP, SQL Server, Python, Business Analysis, IBM DB2, Agile Software Development, Enterprise Software, PostgreSQL, Agile Project Management"
Content Creator Freelance Fulltime [Mediatics],Playmakers,Marketing & PR,Jakarta,"Marketing Strategy, Content Marketing, Digital Marketing, Content Creation, Content Strategy, Marketing Communications, Digital Media"
Project Manager - Manufacture Industry,SIGMATECH,Project & Product Management,Jakarta,"Asana, Scrum Master, Jira, Scrum, Agile Project Management, Project Management"
Junior Tester - (Alam Sutra 2 Month Project),SIGMATECH,QA & Testing,Tangerang,"Agile, Agile Software Development, Jira, Software Testing, Agile Project Management, Figma, Functional Testing"
Study Advisor (Telesales),Cakap,Sales & Business Development,Jakarta,"Communication Skills, Marketing, Sales & Marketing"
Corporate Strategy Intern (Next Level Internship),Mekari,Strategy & Consulting,Jakarta,"Analytics & Reporting, Business Analysis, Analytical Skills, Communication Skills, Agile Project Management, Project Management"
Associate Product Manager Corporate IT&IS,Kompas Gramedia,Project & Product Management,Jakarta,"Business Analysis, Product Management, Communication Skills, Project Management"
Video Editor,Kumparan,Media & Journalism,Jakarta,"Adobe Premiere, Adobe After Effects, Video Editing, Digital Media"
Business Development Manager [Mediatics],Playmakers,Sales & Business Development,Jakarta,"Sales Strategy & Management, Sales, Marketing Management, Marketing, Marketing Communications, Sales & Marketing"
Associate Account Strategist Manager [Mediatics],Playmakers,Marketing & PR,Jakarta,"Marketing Strategy, Social Media Marketing, Client Relations, Content Marketing, Advertising, Digital Marketing, Marketing Management, Marketing, Marketing Communications, Sales & Marketing"
Digital Marketing Specialist,AOne,Marketing & PR,Indonesia Bulk Terminal,"Web Analytics, Digital Marketing, SEO, CMS"
Golang ,Mobius Digital,Web Development,Jakarta,"Backend Development, Web Development, Golang, Web Applications, Web Application Design"
DevOps Engineer,Mobius Digital,Web Development,Jakarta,"DevOps, Web Development, Web Applications, Software Engineering, Web Application Design, Cloud Computing"
Software Engineer,Indocyber Global Teknologi,IT Engineer,Jakarta,"Engineering, Software Engineering, Software Development"
Fullstack Developer (Vue Js & Java) - Banking Syariah Industry,SIGMATECH,Software Engineer,Jakarta,"React.js, Full-stack Web Development, Java, Vue.js, Mobile Development"
Photo Researcher,Kumparan,Media & Journalism,Jakarta,"Journalism, Adobe Photoshop, Photography, Digital Media"
Senior Finance Accounting Staff,Deliveree On-Demand Logistics (Southeast Asia),"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Accounting, Accounts Payable"
Full Stack Software Engineer (Influence ID) ,Playmakers,Software Engineer,Jakarta,"MySQL, Javascript, HTML5 & CSS3, Python, Business Analysis, Marketing Communications"
ETL Developer,PT Tiga Daya Digital Indonesia,Software Engineer,Yogyakarta,"Data Warehouse, SQL Server, SQL"
Business Intelligence Developer,SIGMATECH,Software Engineer,Jakarta,"PowerBI, SQL, Tableau"
HR Service Officer,PT BIPO Service Indonesia,Human Resources,Jakarta,"Corporate Finance, Human Resources, Payroll"
Human Resources Intern,PT. ASLI Rancangan Indonesia,Human Resources,Jakarta,"Relationship Building, Microsoft Excel, Communication Skills"
Odoo Days 2026 — Mini Job Fair Invitations,Odoo,Enterprise Software & Systems,Jakarta,"Python, Business Analysis, Digital Marketing, Business Development, Product Management, Sales & Marketing, Project Management"
Fullstack Engineer,TLab,Software Engineer,Yogyakarta,"React.js, GraphQL, HTML+CSS, Javascript, Laravel, PHP, REST APIs, NoSQL"
Backend Engineer,TLab,Software Engineer,Yogyakarta,"GraphQL, Kafka, REST APIs, Golang, Docker, Redis"
Technical Writer,Indocyber Global Teknologi,Data & Analytics,Jakarta,"Technical Writing, Writing, Writer, Copywriting & Editing, Creative Writing, Copywriting"
Marketing Officer,Boleh Dicoba Digital,Marketing & PR,"Bandung, Java","Marketing Strategy, Media Relations, Public Relations, Social Media Marketing, Content Marketing, Digital Marketing, Media, Communication Skills, Marketing Management, Marketing, Marketing Communications, Sales & Marketing, Online Marketing"
Graphic Designer,Kumparan,Media & Journalism,Jakarta,"Visual Design, Graphic Design, Digital Media"
ERP Dynamics Business Analyst,SIGMATECH,IT Engineer,Jakarta,"Microsoft Dynamics CRM, Enterprise Software, Microsoft Dynamics 365 for Finance and Operations"
Automation Engineer (Playwright & Python),PT Appfuxion Consulting Indonesia,QA & Testing,Tangerang,"Test Automation, Playwright, Python, Artificial Intelligence (AI)"
Network Engineer,PT Sinergy Informasi Pratama,IT Engineer,Jakarta,"Security, Network Security, Cyber Security, Cisco"
Network Engineer,Graha Karya Informasi,Hardware & Embedded Systems,Semarang,"Networking, Network Security, Cisco"
Event & Market Activation,Odoo,Marketing & PR,Tangerang,"Marketing Strategy, Event Management, Event Planning, Events, Marketing, Marketing Communications, Sales & Marketing"
Partner Growth & Enablement Executive,Odoo,Sales & Business Development,Tangerang,"Business Development & Partnerships, Sales Strategy & Management, Business Analysis, Business Development, Sales Training, Communication Skills, Sales & Marketing"
B2B Sales,Odoo,Sales & Business Development,Tangerang,"Business Development & Partnerships, Sales Strategy & Management, Business Development, Communication Skills, Sales & Marketing"
Customer Success Team Indirect (Account Manager),Odoo,Sales & Business Development,Tangerang,"Business Development & Partnerships, Sales Strategy & Management, Business Development, Sales & Marketing"
Business Development,Odoo,Sales & Business Development,Tangerang,"Business Development & Partnerships, Sales Strategy & Management, Business Development, Communication Skills, Sales & Marketing"
QA Manual & Automation (Banking Industry),SIGMATECH,QA & Testing,Jakarta,"Test Automation, Agile, APIs, Scrum"
Senior Business Development (Influence ID),Playmakers,Sales & Business Development,Jakarta,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Business Analysis, Digital Marketing, Business Development, Communication Skills, Marketing, Marketing Communications, Sales & Marketing, Project Management"
IT Security Architecture - Banking Syariah Industry,SIGMATECH,Enterprise Software & Systems,Jakarta,"Infrastructure, Software Architecture, Information Security, Information Architecture, Security, Network Security, Cyber Security"
Account Strategist (Influence ID),Playmakers,Project & Product Management,Jakarta,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Business Analysis, Digital Marketing, Business Development, Product Management, Communication Skills, Marketing, Marketing Communications, Sales & Marketing, Project Management"
Operator Live Streaming,Little Joy Indonesia,Sales & Business Development,Jakarta,"Social Media Marketing, Digital Marketing, Social Media, Sales & Marketing"
Trade Marketing Specialist,Little Joy Indonesia,Sales & Business Development,Jakarta,"Sales Strategy & Management, Sales, Sales Support, Sales & Marketing"
Linux System Administrator ,detik.com,IT Engineer,Jakarta,"Unix Shell Scripting, Linux System Administration, Linux, Unix"
Web Application Developer,detik.com,Web Development,Jakarta,"HTML+CSS, MySQL, Javascript, Laravel, PHP, CSS, Django, Python, PostgreSQL, Object-oriented Programming (OOP), HTML, Symfony, APIs, CodeIgniter, MongoDB"
Office Staff (No Experience Needed),Deliveree On-Demand Logistics (Southeast Asia),"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Communication Skills, Communications, Microsoft Dynamics 365 for Finance and Operations"
Finance Associate (Accounts Receivable),Deliveree On-Demand Logistics (Southeast Asia),"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Client Relations, Communication Skills, Communications, Microsoft Dynamics 365 for Finance and Operations"
Customer Support Officer,Farmacare,Customer Service,"Denpasar, Bali","Customer Experience, Customer Service, CRM, Customer Relationship Management, Communication Skills, Content Creation"
SQL Database Engineer,Graha Karya Informasi,Enterprise Software & Systems,Jakarta,"MySQL, Databases, SQL Server, SQL"
Tax Specialist,Deliveree On-Demand Logistics (Southeast Asia),"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Financial Analysis, Financial Management"
Digital Strategic Specialist - Multifinance Industry,SIGMATECH,Project & Product Management,Jakarta,"Product Research, Product Strategy, Jira, Product Management, Digital Strategy"
Marketing Communication Laboratory Coordinator (Alam Sutera),Bina Nusantara Group,Project & Product Management,Tangerang,"Digital Marketing, Business Development, Communication Skills, Marketing Communications"
Flutter Developer (3 Month Project) - Karawaci,SIGMATECH,Mobile Development,Tangerang,"Flutter, Kotlin, Databases, Software Architecture, Microsoft SQL Server, PHP, Information Architecture, SQL Server, RESTful Services, Django, Python, SQL, .NET, JSON, CodeIgniter, Mobile Development"
Sr. AI Engineer 2,Mekari,Data & Analytics,Jakarta,"LLM, Artificial Intelligence (AI), Communication Skills"
Motion Designer Intern,Ematic Solutions,Graphic & Motion Design,Jakarta,"Adobe Illustrator, Adobe After Effects, Adobe Photoshop, Design"
Backend Developer (Java Spring boot or Golang) - ASAP WFO Tangerang area for Banking Industries,SIGMATECH,Software Engineer,Tangerang,"Java, Golang, Software Engineering, Spring, Java J2EE"
Laravel Developer,Graha Karya Informasi,Mobile Development,Jakarta,"MySQL, Laravel, Microsoft SQL Server, PHP, SQL Server, RESTful Services, REST APIs, SQL, NoSQL, PostgreSQL, APIs"
Product Owner (Insurance Industry),SIGMATECH,Project & Product Management,Jakarta,"Jira, Product Management, Scrum, Agile Project Management"
Software Developer (Golang/Java Springboot) - Can Join Immediately,SIGMATECH,Software Engineer,Tangerang,"Databases, Software Architecture, Amazon Web Services (AWS), Javascript, Architect, Information Architecture, Java, Golang, SQL, Software Engineering, Javascript Frameworks, NoSQL, Spring, Software Development, Google Cloud Platform (GCP)"
L1 & L2 Security Operation Center (SOC) SIEM,PT Metrocom Global Solusi,IT Engineer,Jakarta,"Information Security, Information Technology, Cyber Security"
Project Manager (Infrasructure Technology),SIGMATECH,Project & Product Management,Tangerang,"Infrastructure, Network Security, Cloud Computing, Project Management"
Account Strategist [Mediatics],Playmakers,Marketing & PR,Jakarta,"Marketing Strategy, Public Relations, Client Relations, Digital Marketing, Marketing, Marketing Communications, Project Management"
Client Relations [Mediatics],Playmakers,Sales & Business Development,Jakarta,"Business Development & Partnerships, Client Relations, Sales Strategy & Management, Digital Marketing, Business Development, Communication Skills, Marketing, Sales & Marketing"
Regional Sales Manager ,Little Joy Indonesia,Retail & Wholesale,Jakarta,"Marketing Strategy, Sales Strategy & Management, Sales, Digital Marketing, Sales Support, Marketing, Sales & Marketing, Project Management"
Business Intelligence Developer - Multifinance Industry,SIGMATECH,Data & Analytics,Jakarta,"Databases, PowerBI, Microsoft SQL Server, Data Visualization, SQL Server, Python, BigQuery, PostgreSQL, Business Intelligence, Tableau, Data Analysis"
Sales Outreach (Remote),Deliveree On-Demand Logistics (Southeast Asia),Sales & Business Development,Surakarta,"Business Development & Partnerships, Business Development, Sales & Marketing"
React Native Developer,Gefami Services Indonesia,Mobile Development,Sunter,"Mobile Application Development, Front-end Development, Unit Testing"
OpenShift Engineer / DevOps Engineer,SIGMATECH,DevOps & Cloud Management,Jakarta,"Redhat, Amazon Web Services (AWS), Azure, DevOps, Grafana, Linux, Google Cloud Platform (GCP)"
Data Analyst,PT Allo Bank Indonesia Tbk,Data & Analytics,Jakarta,"MySQL, Data Visualization, SQL Server, Business Intelligence, Data Analysis"
Software Engineer - Backend,Mekari,Software Engineer,Jakarta,"Ruby on Rails (RoR), Ruby, Golang, Software Engineering"
Software Engineer - Fullstack,Mekari,Software Engineer,Jakarta,"Backend Development, Golang, Software Engineering, Front-end Development, Vue.js"
Senior Database Administrator,Mekari,DevOps & Cloud Management,Jakarta,"MySQL, Amazon Web Services (AWS), Alicloud, PostgreSQL"
Student Advisor (BINUS @Alam Sutera),Bina Nusantara Group,Administrative & Clerical,Tangerang,"Business Analysis, Product Management, Communication Skills"
System Engineer - Banking Industry,SIGMATECH,Enterprise Software & Systems,Jakarta,"Jenkins, Amazon Web Services (AWS), Prometheus, Azure, Grafana, Linux System Administration, Linux, Kubernetes, Google Cloud Platform (GCP)"
eCommerce Specialist,Little Joy Indonesia,Sales & Business Development,Jakarta,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Content Marketing, Digital Marketing, Business Development, Marketing, Sales & Marketing, Project Management"
Product Owner - CRM Salesforce (3 Month Project - Onsite),SIGMATECH,Project & Product Management,Jakarta,"Product Research, Microsoft Dynamics CRM, Product Strategy, Salesforce, CRM, Product Management, Product Development"
Cobol Developer - Insurance Industry,SIGMATECH,Software Engineer,Jakarta,"Backend Development, Databases, IBM Websphere, IBM DB2"
Business Analyst (Life400) - Insurance Industry,SIGMATECH,Project & Product Management,Jakarta,"Agile, Business Analysis, Agile Software Development, SDLC, Agile Project Management"
Programmer Software AG - Banking Industry,SIGMATECH,Software Engineer,Jakarta,"Software Architecture, RESTful Services, XML, APIs, JSON"
Golang Developer - Multifinance Industry,SIGMATECH,Software Engineer,Jakarta,"MySQL, Amazon Web Services (AWS), Microsoft SQL Server, Web Services, RESTful Services, Golang, PostgreSQL, Object-oriented Programming (OOP), Design Patterns, RDBMS, Google Cloud Platform (GCP)"
"Junior Back End Developer (Node Js, Nest Js)",SIGMATECH,Software Engineer,Jakarta,"MySQL, Databases, Microsoft SQL Server, SQL Server, Docker, PostgreSQL, APIs, Node.js"
Social Media & Community Specialist [Boleh Belajar],Boleh Dicoba Digital,Media & Journalism,"Bandung, Java","Community Management, Social Media Marketing, Client Relations, Digital Marketing, Relationship Building, Social Media Strategy, Social Media, Content Management, Communication Skills, Content Creation, Content Strategy, Communications, Marketing Communications"
Community Officer (Influence ID) ,Playmakers,Community Management,Jakarta,"Business Development & Partnerships, Communication Skills, Marketing, Marketing Communications, Sales & Marketing, Project Management"
Business Supervisor EduTech (Tangerang),Cakap,Sales & Business Development,Tangerang,"Business Development & Partnerships, Travel, Sales Strategy & Management, Business Analysis, Digital Marketing, Business Development, Communication Skills, Marketing Communications, Sales & Marketing"
Business Senior Associate EduTech (Tangerang),Cakap,Sales & Business Development,Tangerang,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Business Analysis, Business Development, CRM, Communication Skills, Sales & Marketing"
Finance & Accounting,Cakap,"Finance, Legal & Accounting",Tangerang,"Corporate Finance, Accounting, Microsoft Excel"
"Backend Developer (Node.js) - Can Join ASAP, WFO Jakarta area",SIGMATECH,Software Engineer,Jakarta,"Backend Development, REST, Amazon Web Services (AWS), RESTful Services, Node.js"
Motion & Video Design,PT Allo Bank Indonesia Tbk,Graphic & Motion Design,Jakarta,"Graphic Design, Design, Photography, Design Management"
L1 Monitoring Support,PT Tiga Daya Digital Indonesia,IT Engineer,Jakarta,"Problem Solving, Datadog, Grafana, Linux System Administration, Linux, Jira"
Senior Tax Associate,Deliveree On-Demand Logistics (Southeast Asia),"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Accounting, Financial Analysis, Financial Management"
Tax Officer,PT. ASLI Rancangan Indonesia,"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Attention to Detail, Accounting"
Mobile Developer (Flutter .Net),SIGMATECH,Mobile Development,Jakarta,"Flutter, .NET, Mobile Development"
Fullstack Developer (Node.js and React.js) - WFO Jakarta Area,SIGMATECH,Software Engineer,Jakarta,"React.js, TypeScript, Node.js, Next.js"
Senior QA Engineer,PT BIPO Service Indonesia,QA & Testing,Jakarta,"Debugging, QA, Microsoft SQL Server, SQL Server, SQL, Jira, Software Testing"
Part Time - Examination Scheduling,Bina Nusantara Group,Administrative & Clerical,"Bandung, Java","Microsoft Office, Microsoft Excel, Microsoft"
Network Security Engineer (Paloalto),Graha Karya Informasi,Hardware & Embedded Systems,Jakarta,"Information Security, Networking, Network Security"
Cloud Engineer,Graha Karya Informasi,DevOps & Cloud Management,Jakarta,"Amazon Web Services (AWS), Azure, Cloud Computing, Google Cloud Platform (GCP)"
Data Center AS400,Graha Karya Informasi,Software Engineer,Jakarta,"VMware Server, IBM Websphere, IBM DB2"
Network Security Engineer,PT Sinergy Informasi Pratama,IT Engineer,Jakarta,"Infrastructure, Security, Network Security"
Sales & Marketing Manager,Cakap,Sales & Business Development,Tangerang,"Marketing Strategy, Sales Strategy & Management, Business Analysis, Digital Marketing, Business Development, Communication Skills, Marketing, Marketing Communications, Sales & Marketing"
Performance Marketing Specialist,Little Joy Indonesia,Marketing & PR,Jakarta,"Marketing Strategy, Social Media Marketing, Digital Marketing, Marketing Management, Marketing, Marketing Communications"
Digital Marketing Specialist,Little Joy Indonesia,Media & Journalism,Jakarta,"Marketing Strategy, Content Marketing, Digital Marketing, Content Management, Content Creation, Content Strategy"
Graphic Designer Internship,Little Joy Indonesia,Graphic & Motion Design,Jakarta,"Adobe Illustrator, Graphic Design, Adobe After Effects, Canva, Figma"
Human Resources Internship ,Little Joy Indonesia,Human Resources,Jakarta,"Presentation Skills, Recruiting, Public Speaking & Presentations, Communication Skills"
Business Development Intern,Little Joy Indonesia,Sales & Business Development,Jakarta,"Business Development & Partnerships, Business Operations, Community Management, Business Development, Online Marketing"
UAT Tester,Graha Karya Informasi,QA & Testing,Jakarta,"Penetration Testing, Unit Testing, Usability Testing, Software Testing, Functional Testing, Regression Testing"
Growth Strategy,Seven Retail,Strategy & Consulting,Jakarta,"Marketing Strategy, Sales Strategy & Management, Business Analysis, Pricing Strategy, Business Development, CRM, Go to Market Strategy, Product Management, A/B Testing, Marketing, Sales & Marketing"
Head of Operations (International Real Estate Startup),ResultAd,Executive & Management,Jakarta,"Business Operations, Operations Management, Executive Management, Operations"
DevOps Engineer ,Antikode,DevOps & Cloud Management,Tangerang,"Jenkins, Amazon Web Services (AWS), Terraform, Docker"
Content Development Lead,Bina Nusantara Group,Executive & Management,Jakarta,"Business Development & Partnerships, Business Development, Communication Skills"
System Engineer,Graha Karya Informasi,Enterprise Software & Systems,Jakarta,"VMware NSX, VMware ESXi, VMware Server, Control Systems, Operating Systems, Linux System Administration, System Administration, VMware vSphere, Embedded Systems"
Branch Manager,Cakap,Sales & Business Development,Cikarang,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Business Analysis, Business Development, Communication Skills, Marketing, Marketing Communications, Sales & Marketing"
Senior Graphic Designer,Century 21 Indonesia,Graphic & Motion Design,Jakarta,"Content Marketing, Graphic Design, Design, Brand & Identity Design, Marketing Communications"
Business Solution - Banking Industry (3 Month - Onsite),SIGMATECH,IT Engineer,Jakarta,"Databases, Agile, Business Analysis, Agile Software Development, Business Plan, Business Strategy, SDLC, Agile Project Management"
Community Officer Intern (Influence ID) ,Playmakers,Community Management,Jakarta,"Business Development & Partnerships, Communication Skills, Marketing, Marketing Communications, Sales & Marketing, Project Management"
Backend Developer (Golang) for Banking Industry,SIGMATECH,Web Development,Jakarta,"Backend Development, Golang, SDLC"
Junior Test Engineer - Banking Industry,SIGMATECH,QA & Testing,Tangerang,"Test Automation, Automation, QA, Java, Selenium, .NET, Software Testing, Functional Testing, Regression Testing"
PHP Laravel Developer - Banking,SIGMATECH,Software Engineer,Jakarta,"Backend Development, Laravel, PHP"
React.JS Developer - Banking,SIGMATECH,Software Engineer,Jakarta,"React.js, Javascript, Javascript Frameworks, Front-end Development"
IT System Analyst - Banking,SIGMATECH,Enterprise Software & Systems,Jakarta,"Agile, Analytical Skills, System Design, SDLC, Agile Project Management"
UI/UX Designer - Banking,SIGMATECH,UI/UX Design,Jakarta,"UI/UX Design, Graphic Design, User Interface (UI) Design, User Experience (UX) Design, User Experience (UX)"
IT Business Analyst - Banking,SIGMATECH,Project & Product Management,Jakarta,"Business Analysis, Requirements Analysis, SDLC"
"Junior NET Developer - Prefer ASAP, WFO South Jakarta",SIGMATECH,Software Engineer,Jakarta,"ASP.NET, .NET, Software Development"
Product Owner - Insurance Industry,SIGMATECH,Project & Product Management,Jakarta,"Agile, Scrum Master, Agile Software Development, Jira, Product Management, Scrum, Agile Project Management"
Back End Developer (Java) - Insurance Industry,SIGMATECH,Software Engineer,Jakarta,"Kafka, Software Architecture, Amazon Web Services (AWS), Agile, Java, REST APIs, SQL, Oracle, Docker, Scrum, JSON, Kubernetes, Java J2EE, Google Cloud Platform (GCP)"
QA Engineer - Insurance Industry,SIGMATECH,QA & Testing,Jakarta,"Test Automation, Automation, QA, Agile, Selenium, Jira, SDLC, Software Testing, Figma, Regression Testing"
Data Architecture,PT Tiga Daya Digital Indonesia,Data & Analytics,Jakarta,"Microsoft Visio, Data Warehouse, Big Data, Data Analysis"
UI/UX Designer,NRI Indonesia,UX/UI Design,Jakarta,"Sketch, UI/UX Design, Agile, Agile Software Development, SaaS, Scrum, Usability Testing, Interface Design"
Mobile Developer,Gefami Services Indonesia,Mobile Development,Jakarta,"Flutter, Front-end Development, Mobile Development"
Product Owner,SIGMATECH,Project & Product Management,Jakarta,"Agile, Scrum, Agile Project Management"
Travel Designer (Italian Speaker),True Indonesia,Sales & Business Development,Tangerang,"Travel, Product Management, Communication Skills, Marketing, English Language, Sales & Marketing"
Finance Manager,Rocketindo,"Finance, Legal & Accounting",Jakarta,"E-commerce, Corporate Finance, Accounting, Financial Modelling & Valuation, Economics, Financial Analysis, Financial Management"
Influencer Marketing & Community,FOREXimf,Marketing & PR,"Bandung, Java","Product Marketing, Marketing Strategy, Email Marketing, Social Media Marketing, Content Marketing, Digital Marketing, Internet Marketing, Marketing Management, Marketing, Marketing Communications, Sales & Marketing"
Online Sales Specialist - Day Shift,Rocketindo,Customer Success,Jakarta,"Sales Strategy & Management, Customer Experience, Customer Service, Digital Marketing, Communication Skills, Marketing Communications, Sales & Marketing"
 Graphic Designer - ID Team,StyleDoubler,Graphic & Motion Design,Jakarta,"Adobe Illustrator, Asana, HubSpot, Social Media Marketing, Adobe Premiere, Graphic Design, Social Media Strategy, Adobe Photoshop, Social Media, Canva, Figma, Illustrator"
Junior Campaign Strategist ,StyleDoubler,Marketing & PR,Jakarta,"Marketing Strategy, Sales Strategy & Management, Business Analysis, Digital Marketing, Communication Skills, Marketing, Marketing Communications, Sales & Marketing, Project Management"
Javascript/Typescript AI Engineer,Alfabeta Solusi Nusantara,Data & Analytics,Jakarta,"Javascript, Javascript Frameworks, Node.js"
Computer Vision Engineer (C/C++),Alfabeta Solusi Nusantara,Software Engineer,Jakarta,"Computer Vision, Git, Python, Machine Learning, C/C++"
